"store","websites","attribute_set","type","category_ids","sku","has_options","name","url_key","country_of_manufacture","msrp_enabled","msrp_display_actual_price_type","meta_title","meta_description","image","small_image","thumbnail","custom_design","options_container","page_layout","gift_message_available","url_path","image_label","small_image_label","thumbnail_label","price","cost","weight","special_price","msrp","gia_si","description","meta_keyword","short_description","custom_layout_update","status","tax_class_id","visibility","manufacturer","enable_googlecheckout","is_recurring","news_from_date","news_to_date","special_from_date","special_to_date","custom_design_from","custom_design_to","qty","min_qty","use_config_min_qty","is_qty_decimal","backorders","use_config_backorders","min_sale_qty","use_config_min_sale_qty","max_sale_qty","use_config_max_sale_qty","is_in_stock","low_stock_date","notify_stock_qty","use_config_notify_stock_qty","manage_stock","use_config_manage_stock","stock_status_changed_auto","use_config_qty_increments","qty_increments","use_config_enable_qty_inc","enable_qty_increments","is_decimal_divided","stock_status_changed_automatically","use_config_enable_qty_increments","product_name","store_id","product_type_id","product_status_changed","product_changed_websites","mau_sac"
"admin","base","Bông Tai","simple","105,106,113","BT002","0","BT002","bt002"," ","Use config","Use config","","","/b/t/bt002_1.jpg","/b/t/bt002_1.jpg","/b/t/bt002_1.jpg","","Block after Info Column","No layout updates","No","bt002.html","","","","21000.0000","","0.0000","","","14000.0000","Bông tai BT002","","Bông tai BT002","","Hiệu lực","None","Catalog, Search","","Đồng ý","No","","","","","","","3.0000","0.0000","1","0","0","1","1.0000","1","0.0000","1","0","","","1","0","1","0","1","0.0000","1","0","0","0","1","BT002","0","simple","","",""
"admin","base","Bông Tai","simple","105,106,113","BT003","0","BT003","bt003"," ","Use config","Use config","","","/b/t/bt003.jpg","/b/t/bt003.jpg","/b/t/bt003.jpg","","Block after Info Column","No layout updates","No","bt003.html","","","","21000.0000","","0.0000","","","17000.0000","Bông tai BT003","","Bông tai BT003","","Hiệu lực","None","Catalog, Search","","Đồng ý","No","","","","","","","5.0000","0.0000","1","0","0","1","1.0000","1","0.0000","1","1","","","1","0","1","0","1","0.0000","1","0","0","0","1","BT003","0","simple","","",""
"admin","base","Bông Tai","simple","105,106,113","BT004","0","BT004","bt004"," ","Use config","Use config","","","/b/t/bt004.jpg","/b/t/bt004.jpg","/b/t/bt004.jpg","","Block after Info Column","No layout updates","No","bt004.html","","","","19000.0000","","0.0000","","","13000.0000","Bông tai BT004","","Bông tai BT004","","Hiệu lực","None","Catalog, Search","","Đồng ý","No","2013-07-05 00:00:00","2013-07-26 00:00:00","","","","","5.0000","0.0000","1","0","0","1","1.0000","1","0.0000","1","1","","","1","0","1","0","1","0.0000","1","0","0","0","1","BT004","0","simple","","",""
"admin","base","Bông Tai","simple","105,106,113","BT005","0","BT005","bt005"," ","Use config","Use config","","","","","","","Block after Info Column","No layout updates","No","bt005.html","","","","19000.0000","","0.0000","","","15000.0000","Bông tai BT005","","Bông tai BT005","","Hiệu lực","None","Catalog, Search","","Đồng ý","No","","","","","","","0.0000","0.0000","1","0","0","1","1.0000","1","0.0000","1","0","2013-10-31 17:30:21","","1","0","1","1","1","0.0000","1","0","0","1","1","BT005","0","simple","","",""
"admin","base","Bông Tai","simple","105,106,113","BT006","0","BT006","bt006"," ","Use config","Use config","","","","","","","Block after Info Column","No layout updates","No","bt006.html","","","","29000.0000","","0.0000","","","19000.0000","Bông tai BT006","","Bông tai BT006","","Hiệu lực","None","Catalog, Search","","Đồng ý","No","","","","","","","0.0000","0.0000","1","0","0","1","1.0000","1","0.0000","1","0","2013-10-31 17:30:30","","1","0","1","1","1","0.0000","1","0","0","1","1","BT006","0","simple","","",""
"admin","base","Bông Tai","simple","105,106,113","BT007","0","BT007","bt007"," ","Use config","Use config","","","/b/t/bt007.jpg","/b/t/bt007.jpg","/b/t/bt007.jpg","","Block after Info Column","No layout updates","No","bt007.html","","","","35000.0000","","0.0000","","","25000.0000","Bông tai BT007","","Bông tai BT007","","Hiệu lực","None","Catalog, Search","","Đồng ý","No","","","","","","","1.0000","0.0000","1","0","0","1","1.0000","1","0.0000","1","1","","","1","0","1","0","1","0.0000","1","0","0","0","1","BT007","0","simple","","",""
"admin","base","Bông Tai","simple","105,106,113","BT008","0","BT008","bt008"," ","Use config","Use config","","","/b/t/bt008.jpg","/b/t/bt008.jpg","/b/t/bt008.jpg","","Block after Info Column","No layout updates","No","bt008.html","","","","35000.0000","","0.0000","","","25000.0000","Bông tai BT008","","Bông tai BT008","","Hiệu lực","None","Catalog, Search","","Đồng ý","No","","","","","","","0.0000","0.0000","1","0","0","1","1.0000","1","0.0000","1","0","2013-06-19 12:43:45","","1","0","1","1","1","0.0000","1","0","0","1","1","BT008","0","simple","","",""
"admin","base","Bông Tai","simple","105,106,113","BT009","0","BT009","bt009"," ","Use config","Use config","","","","","","","Block after Info Column","No layout updates","No","bt009.html","","","","20000.0000","","0.0000","15000.0000","","15000.0000","Bông tai BT009","","Bông tai BT009","","Hiệu lực","None","Catalog, Search","","Đồng ý","No","","","2013-05-15 00:00:00","2013-05-31 00:00:00","","","0.0000","0.0000","1","0","0","1","1.0000","1","0.0000","1","0","2013-10-31 17:30:33","","1","0","1","1","1","0.0000","1","0","0","1","1","BT009","0","simple","","",""
"admin","base","Bông Tai","simple","105,106,113","BT010","0","BT010","bt010"," ","Use config","Use config","","","/b/t/bt010.jpg","/b/t/bt010.jpg","/b/t/bt010.jpg","","Block after Info Column","No layout updates","No","bt010.html","","","","47000.0000","","0.0000","","","37000.0000","Bông tai BT010","","Bông tai BT010","","Vô hiệu","None","Catalog, Search","","Đồng ý","No","","","","","","","1.0000","0.0000","1","0","0","1","1.0000","1","0.0000","1","1","","","1","0","1","0","1","0.0000","1","0","0","0","1","BT010","0","simple","","",""
"admin","base","Dây Chuyền","simple","105,107,113","DC001","0","DC001","dc001"," ","Use config","Use config","","","/d/c/dc001.jpg","/d/c/dc001.jpg","/d/c/dc001.jpg","","Block after Info Column","No layout updates","No","dc001.html","","","","45000.0000","","0.0000","","","30000.0000","Dây chuyền DC001","","Dây chuyền DC001","","Hiệu lực","None","Catalog, Search","","Đồng ý","No","","","","","","","0.0000","0.0000","1","0","0","1","1.0000","1","0.0000","1","0","2013-10-09 17:12:28","","1","0","1","1","1","0.0000","1","0","0","1","1","DC001","0","simple","","",""
"admin","base","Dây Chuyền","simple","105,107,113","DC002","0","DC002","dc002"," ","Use config","Use config","","","/d/c/dc002.jpg","/d/c/dc002.jpg","/d/c/dc002.jpg","","Block after Info Column","No layout updates","No","dc002.html","","","","49000.0000","","0.0000","","","32000.0000","Dây chuyền DC002","","Dây chuyền DC002","","Hiệu lực","None","Catalog, Search","","Đồng ý","No","","","","","","","0.0000","0.0000","1","0","0","1","1.0000","1","0.0000","1","0","2013-10-09 17:12:55","","1","0","1","1","1","0.0000","1","0","0","1","1","DC002","0","simple","","",""
"admin","base","Dây Chuyền","simple","105,107,113","DC003","0","DC003","dc003"," ","Use config","Use config","","","","","","","Block after Info Column","No layout updates","No","dc003.html","","","","59000.0000","","0.0000","","","49000.0000","Dây chuyền DC003","","Dây chuyền DC003","","Hiệu lực","None","Catalog, Search","","Đồng ý","No","","","","","","","0.0000","0.0000","1","0","0","1","1.0000","1","0.0000","1","0","2013-10-31 17:45:53","","1","0","1","1","1","0.0000","1","0","0","1","1","DC003","0","simple","","",""
"admin","base","Dây Chuyền","simple","105,107,113","DC004","0","DC004","dc004"," ","Use config","Use config","","","/d/c/dc004.jpg","/d/c/dc004.jpg","/d/c/dc004.jpg","","Block after Info Column","No layout updates","No","dc004.html","","","","65000.0000","","0.0000","","","43000.0000","Dây chuyền DC004","","Dây chuyền DC004","","Hiệu lực","None","Catalog, Search","","Đồng ý","No","","","","","","","0.0000","0.0000","1","0","0","1","1.0000","1","0.0000","1","0","2013-10-09 17:13:51","","1","0","1","1","1","0.0000","1","0","0","1","1","DC004","0","simple","","",""
"admin","base","Dây Chuyền","simple","105,107,113","DC005","0","DC005","dc005"," ","Use config","Use config","","","/d/c/dc005.jpg","/d/c/dc005.jpg","/d/c/dc005.jpg","","Block after Info Column","No layout updates","No","dc005.html","","","","75000.0000","","0.0000","","","50000.0000","Dây chuyền DC005","","Dây chuyền DC005","","Hiệu lực","None","Catalog, Search","","Đồng ý","No","","","","","","","0.0000","0.0000","1","0","0","1","1.0000","1","0.0000","1","0","2013-10-09 17:14:18","","1","0","1","1","1","0.0000","1","0","0","1","1","DC005","0","simple","","",""
"admin","base","Dây Chuyền","simple","105,107,113","DC006","0","DC006","dc006"," ","Use config","Use config","","","","","","","Block after Info Column","No layout updates","No","dc006.html","","","","49000.0000","","0.0000","","","39000.0000","Dây chuyền DC006","","Dây chuyền DC006","","Hiệu lực","None","Catalog, Search","","Đồng ý","No","","","","","","","0.0000","0.0000","1","0","0","1","1.0000","1","0.0000","1","0","2013-10-31 17:45:48","","1","0","1","1","1","0.0000","1","0","0","1","1","DC006","0","simple","","",""
"admin","base","Dây Chuyền","simple","105,107,113","DC007","0","DC007","dc007"," ","Use config","Use config","","","/d/c/dc007.jpg","/d/c/dc007.jpg","/d/c/dc007.jpg","","Block after Info Column","No layout updates","No","dc007.html","","","","65000.0000","","0.0000","","","43000.0000","Dây chuyền DC007","","Dây chuyền DC007","","Hiệu lực","None","Catalog, Search","","Đồng ý","No","","","","","","","0.0000","0.0000","1","0","0","1","1.0000","1","0.0000","1","0","2013-08-12 17:55:22","","1","0","1","1","1","0.0000","1","0","0","1","1","DC007","0","simple","","",""
"admin","base","Bông Tai","simple","105,106,113","BT001","0","BT001","bt001"," ","Use config","Use config","","","/b/t/bt001.jpg","/b/t/bt001.jpg","/b/t/bt001.jpg","","Block after Info Column","No layout updates","No","bt001.html","","","","22000.0000","","0.0000","","","15000.0000","Bông tai BT001","","Bông tai BT001","","Hiệu lực","None","Catalog, Search","","Đồng ý","No","2013-11-06 00:00:00","2013-12-06 00:00:00","","","","","1.0000","0.0000","1","0","0","1","1.0000","1","0.0000","1","1","","","1","0","1","0","1","0.0000","1","0","0","0","1","BT001","0","simple","","","Xanh lá cây, Xanh dương, Trắng"
"admin","base","Bông Tai","simple","105,106,113","BT029","0","BT029","bt031"," ","Use config","Use config","","","/b/t/bt031.jpg","/b/t/bt031.jpg","/b/t/bt031.jpg","","Block after Info Column","No layout updates","No","bt031.html","","","","29000.0000","","0.0000","15000.0000","","19000.0000","Bông tai BT031","","Bông tai BT031","","Hiệu lực","None","Catalog, Search","","Đồng ý","No","","","2013-05-15 00:00:00","2013-05-31 00:00:00","","","0.0000","0.0000","1","0","0","1","1.0000","1","0.0000","1","0","2013-10-09 17:14:46","","1","0","1","1","1","0.0000","1","0","0","1","1","BT029","0","simple","","",""
"admin","base","Bông Tai","simple","105,106,113","BT022","0","BT022","bt022"," ","Use config","Use config","","","","","","","Block after Info Column","No layout updates","No","bt022.html","","","","19000.0000","","0.0000","15000.0000","","15000.0000","Bông tai BT022","","Bông tai BT022","","Hiệu lực","None","Catalog, Search","","Đồng ý","No","","","2013-05-15 00:00:00","2013-05-31 00:00:00","","","0.0000","0.0000","1","0","0","1","1.0000","1","0.0000","1","0","2013-10-31 17:32:27","","1","0","1","1","1","0.0000","1","0","0","1","1","BT022","0","simple","","",""
"admin","base","Bông Tai","simple","105,106,113","BT035","0","BT035","bt035"," ","Use config","Use config","","","/b/t/bt035.jpg","/b/t/bt035.jpg","/b/t/bt035.jpg","","Block after Info Column","No layout updates","No","bt035.html","","","","29000.0000","","0.0000","","","19000.0000","Bông tai BT035","","Bông tai BT035","","Hiệu lực","None","Catalog, Search","","Đồng ý","No","","","","","","","0.0000","0.0000","1","0","0","1","1.0000","1","0.0000","1","0","2013-07-13 15:44:14","","1","0","1","1","1","0.0000","1","0","0","1","1","BT035","0","simple","","",""
"admin","base","Bông Tai","simple","105,106,113","BT045","0","BT045","bt045"," ","Use config","Use config","","","/b/t/bt045.jpg","/b/t/bt045.jpg","/b/t/bt045.jpg","","Block after Info Column","No layout updates","No","bt045.html","","","","19000.0000","","0.0000","15000.0000","","13000.0000","Bông tai BT045","","Bông tai BT045","","Hiệu lực","None","Catalog, Search","","Đồng ý","No","2013-11-06 00:00:00","2013-12-06 00:00:00","2013-05-15 00:00:00","2013-05-31 00:00:00","","","1.0000","0.0000","1","0","0","1","1.0000","1","0.0000","1","1","","","1","0","1","0","1","0.0000","1","0","0","0","1","BT045","0","simple","","",""
"admin","base","Bông Tai","simple","105,106,113","BT046","0","BT046","bt046"," ","Use config","Use config","","","/b/t/bt046.jpg","/b/t/bt046.jpg","/b/t/bt046.jpg","","Block after Info Column","No layout updates","No","bt046.html","","","","19000.0000","","0.0000","","","13000.0000","Bông tai BT046","","Bông tai BT046","","Hiệu lực","None","Catalog, Search","","Đồng ý","No","2013-11-06 00:00:00","2013-12-06 00:00:00","","","","","1.0000","0.0000","1","0","0","1","1.0000","1","0.0000","1","1","","","1","0","1","0","1","0.0000","1","0","0","0","1","BT046","0","simple","","",""
"admin","base","Bông Tai","simple","105,106,113","BT047","0","BT047","bt047"," ","Use config","Use config","","","/b/t/bt047.jpg","/b/t/bt047.jpg","/b/t/bt047.jpg","","Block after Info Column","No layout updates","No","bt047.html","","","","19000.0000","","0.0000","","","13000.0000","<h1><font color=""blue"">BÔNG TAI</font></h1>
<h1><font size=""7"" color=""red"">BT047</font></h1>
</br>
<img src=""http://www.thoitrangella.com/media/catalog/product/b/t/bt047.jpg"" width=""400"" height=""auto"" /> 
</br>
<img src=""http://www.thoitrangella.com/media/catalog/product/b/t/bt047a.jpg"" width=""400"" height=""auto"" />
","","Bông tai BT047","","Hiệu lực","None","Catalog, Search","","Đồng ý","No","2013-11-06 00:00:00","2013-12-06 00:00:00","","","","","1.0000","0.0000","1","0","0","1","1.0000","1","0.0000","1","1","","","1","0","1","0","1","0.0000","1","0","0","0","1","BT047","0","simple","","",""
"admin","base","Bông Tai","simple","105,106,113","BT048","0","BT048","bt048"," ","Use config","Use config","","","/b/t/bt048.jpg","/b/t/bt048.jpg","/b/t/bt048.jpg","","Block after Info Column","No layout updates","No","bt048.html","","","","19000.0000","","0.0000","","","13000.0000","Bông tai BT048","","Bông tai BT048","","Hiệu lực","None","Catalog, Search","","Đồng ý","No","2013-11-06 00:00:00","2013-12-06 00:00:00","","","","","1.0000","0.0000","1","0","0","1","1.0000","1","0.0000","1","1","","","1","0","1","0","1","0.0000","1","0","0","0","1","BT048","0","simple","","",""
"admin","base","Dây Chuyền","simple","105,107,113","DC008","0","DC008","dc008"," ","Use config","Use config","","","/d/c/dc008.jpg","/d/c/dc008.jpg","/d/c/dc008.jpg","","Block after Info Column","No layout updates","No","dc008.html","","","","45000.0000","","0.0000","","","30000.0000","Dây chuyền DC008","","Dây chuyền DC008","","Hiệu lực","None","Catalog, Search","","Đồng ý","No","","","","","","","0.0000","0.0000","1","0","0","1","1.0000","1","0.0000","1","0","2013-10-09 17:15:27","","1","0","1","1","1","0.0000","1","0","0","1","1","DC008","0","simple","","",""
"admin","base","Dây Chuyền","simple","105,107,113","DC009","0","DC009","dc009"," ","Use config","Use config","","","/d/c/dc009.jpg","/d/c/dc009.jpg","/d/c/dc009.jpg","","Block after Info Column","No layout updates","No","dc009.html","","","","39000.0000","","0.0000","","","26000.0000","Dây chuyền DC009","","Dây chuyền DC009","","Hiệu lực","None","Catalog, Search","","Đồng ý","No","","","","","","","0.0000","0.0000","1","0","0","1","1.0000","1","0.0000","1","0","2013-10-09 17:15:57","","1","0","1","1","1","0.0000","1","0","0","1","1","DC009","0","simple","","",""
"admin","base","Dây Chuyền","simple","105,107,113","DC010","0","DC010","dc010"," ","Use config","Use config","","","/d/c/dc010.jpg","/d/c/dc010.jpg","/d/c/dc010.jpg","","Block after Info Column","No layout updates","No","dc010.html","","","","39000.0000","","0.0000","","","26000.0000","Dây chuyền DC010","","Dây chuyền DC010","","Hiệu lực","None","Catalog, Search","","Đồng ý","No","","","","","","","0.0000","0.0000","1","0","0","1","1.0000","1","0.0000","1","0","2013-10-09 17:16:12","","1","0","1","1","1","0.0000","1","0","0","1","1","DC010","0","simple","","",""
"admin","base","Dây Chuyền","simple","105,107,113","DC011","0","DC011","dc011"," ","Use config","Use config","","","/d/c/dc011.jpg","/d/c/dc011.jpg","/d/c/dc011.jpg","","Block after Info Column","No layout updates","No","dc011.html","","","","20000.0000","","0.0000","","","15000.0000","Dây chuyền DC011","","Dây chuyền DC011","","Hiệu lực","None","Catalog, Search","","Đồng ý","No","","","","","","","0.0000","0.0000","1","0","0","1","1.0000","1","0.0000","1","0","2013-10-09 17:16:32","","1","0","1","1","1","0.0000","1","0","0","1","1","DC011","0","simple","","",""
"admin","base","Dây Chuyền","simple","105,107,113","DC012","0","DC012","dc012"," ","Use config","Use config","","","/d/c/dc012.jpg","/d/c/dc012.jpg","/d/c/dc012.jpg","","Block after Info Column","No layout updates","No","dc012.html","","","","45000.0000","","0.0000","","","30000.0000","Dây chuyền DC012","","Dây chuyền DC012","","Hiệu lực","None","Catalog, Search","","Đồng ý","No","","","","","","","0.0000","0.0000","1","0","0","1","1.0000","1","0.0000","1","0","2013-10-09 17:16:49","","1","0","1","1","1","0.0000","1","0","0","1","1","DC012","0","simple","","",""
"admin","base","Dây Chuyền","simple","105,107,113","DC013","0","DC013","dc013"," ","Use config","Use config","","","/d/c/dc013.jpg","/d/c/dc013.jpg","/d/c/dc013.jpg","","Block after Info Column","No layout updates","No","dc013.html","","","","50000.0000","","0.0000","","","33000.0000","Dây chuyền DC013","","Dây chuyền DC013","","Hiệu lực","None","Catalog, Search","","Đồng ý","No","","","","","","","0.0000","0.0000","1","0","0","1","1.0000","1","0.0000","1","0","2013-10-09 17:17:43","","1","0","1","1","1","0.0000","1","0","0","1","1","DC013","0","simple","","",""
"admin","base","Dây Chuyền","simple","105,107,113","DC014","0","DC014","dc014"," ","Use config","Use config","","","/d/c/dc014.jpg","/d/c/dc014.jpg","/d/c/dc014.jpg","","Block after Info Column","No layout updates","No","dc014.html","","","","69000.0000","","0.0000","","","46000.0000","Dây chuyền DC014","","Dây chuyền DC014","","Hiệu lực","None","Catalog, Search","","Đồng ý","No","","","","","","","0.0000","0.0000","1","0","0","1","1.0000","1","0.0000","1","0","2013-10-09 17:18:06","","1","0","1","1","1","0.0000","1","0","0","1","1","DC014","0","simple","","",""
"admin","base","Dây Chuyền","simple","105,107,113","DC015","0","DC015","dc015"," ","Use config","Use config","","","/d/c/dc015.jpg","/d/c/dc015.jpg","/d/c/dc015.jpg","","Block after Info Column","No layout updates","No","dc015.html","","","","21000.0000","","0.0000","","","15000.0000","Dây chuyền DC015","","Dây chuyền DC015","","Hiệu lực","None","Catalog, Search","","Đồng ý","No","","","","","","","0.0000","0.0000","1","0","0","1","1.0000","1","0.0000","1","0","2013-10-09 17:18:30","","1","0","1","1","1","0.0000","1","0","0","1","1","DC015","0","simple","","",""
"admin","base","Dây Chuyền","simple","105,107,113","DC019","0","DC019","dc019"," ","Use config","Use config","","","/d/c/dc019.jpg","/d/c/dc019.jpg","/d/c/dc019.jpg","","Block after Info Column","No layout updates","No","dc019.html","","","","19000.0000","","0.0000","","","15000.0000","Dây chuyền DC019","","Dây chuyền DC019","","Hiệu lực","None","Catalog, Search","","Đồng ý","No","","","","","","","0.0000","0.0000","1","0","0","1","1.0000","1","0.0000","1","0","2013-07-13 15:42:47","","1","0","1","1","1","0.0000","1","0","0","1","1","DC019","0","simple","","",""
"admin","base","Dây Chuyền","simple","105,107,113","DC024","0","DC024","dc024"," ","Use config","Use config","","","/d/c/dc024.jpg","/d/c/dc024.jpg","/d/c/dc024.jpg","","Block after Info Column","No layout updates","No","dc024.html","","","","19000.0000","","0.0000","","","15000.0000","Dây chuyền DC024","","Dây chuyền DC024","","Hiệu lực","None","Catalog, Search","","Đồng ý","No","","","","","","","0.0000","0.0000","1","0","0","1","1.0000","1","0.0000","1","0","2013-10-09 17:18:45","","1","0","1","1","1","0.0000","1","0","0","1","1","DC024","0","simple","","",""
"admin","base","Dây Chuyền","simple","105,107,113","DC025","0","DC025","dc025"," ","Use config","Use config","","","","","","","Block after Info Column","No layout updates","No","dc025.html","","","","42000.0000","","0.0000","","","28000.0000","Dây chuyền DC025","","Dây chuyền DC025","","Hiệu lực","None","Catalog, Search","","Đồng ý","No","","","","","","","0.0000","0.0000","1","0","0","1","1.0000","1","0.0000","1","0","2013-10-31 17:45:59","","1","0","1","1","1","0.0000","1","0","0","1","1","DC025","0","simple","","",""
"admin","base","Dây Chuyền","simple","105,107,113","DC029","0","DC029","dc029"," ","Use config","Use config","","","/d/c/dc029.jpg","/d/c/dc029.jpg","/d/c/dc029.jpg","","Block after Info Column","No layout updates","No","dc029.html","","","","49000.0000","","0.0000","","","26000.0000","Dây chuyền DC029","","Dây chuyền DC029","","Hiệu lực","None","Catalog, Search","","Đồng ý","No","","","","","","","0.0000","0.0000","1","0","0","1","1.0000","1","0.0000","1","0","2013-10-09 17:19:33","","1","0","1","1","1","0.0000","1","0","0","1","1","DC029","0","simple","","",""
"admin","base","Dây Chuyền","simple","105,107,113","DC030","0","DC030","dc030"," ","Use config","Use config","","","/d/c/dc030.jpg","/d/c/dc030.jpg","/d/c/dc030.jpg","","Block after Info Column","No layout updates","No","dc030.html","","","","15000.0000","","0.0000","","","10000.0000","Dây chuyền DC030","","Dây chuyền DC030","","Hiệu lực","None","Catalog, Search","","Đồng ý","No","","","","","","","0.0000","0.0000","1","0","0","1","1.0000","1","0.0000","1","0","2013-10-09 17:19:48","","1","0","1","1","1","0.0000","1","0","0","1","1","DC030","0","simple","","",""
"admin","base","Dây Chuyền","simple","105,107,113","DC033","0","DC033","dc033"," ","Use config","Use config","","","/d/c/dc033_1.jpg","/d/c/dc033_1.jpg","/d/c/dc033_1.jpg","","Block after Info Column","No layout updates","No","dc033.html","","","","79000.0000","","0.0000","","","52000.0000","<h1><font color=""blue"">DÂY CHUYỀN</font></h1>
<h1><font size=""7"" color=""red"">DC033</font></h1>
</br>
<img src=""http://www.thoitrangella.com/media/catalog/product/d/c/dc033_1.jpg"" width=""400"" height=""auto"" /> 
</br>
<img src=""http://www.thoitrangella.com/media/catalog/product/d/c/dc033_4.jpg"" width=""400"" height=""auto"" /> 
</br>
<img src=""http://www.thoitrangella.com/media/catalog/product/d/c/dc033_2.jpg"" width=""400"" height=""auto"" /> 
</br>
<img src=""http://www.thoitrangella.com/media/catalog/product/d/c/dc033_3.jpg"" width=""400"" height=""auto"" /> 
","","Dây chuyền DC033","","Hiệu lực","None","Catalog, Search","","Đồng ý","No","2013-05-22 00:00:00","2013-06-10 00:00:00","","","","","0.0000","0.0000","1","0","0","1","1.0000","1","0.0000","1","0","2013-09-24 12:28:23","","1","0","1","1","1","0.0000","1","0","0","1","1","DC033","0","simple","","",""
"admin","base","Dây Chuyền","simple","105,107,113","DC034","0","DC034","dc034"," ","Use config","Use config","","","/d/c/dc034_1.jpg","/d/c/dc034_1.jpg","/d/c/dc034_1.jpg","","Block after Info Column","No layout updates","No","dc034.html","","","","20000.0000","","0.0000","","","14000.0000","<h1><font color=""blue"">DÂY CHUYỀN</font></h1>
<h1><font size=""7"" color=""red"">DC034</font></h1>
</br>
<img src=""http://www.thoitrangella.com/media/catalog/product/d/c/dc034_1.jpg"" width=""400"" height=""auto"" /> 
","","Dây chuyền DC034","","Hiệu lực","None","Catalog, Search","","Đồng ý","No","2013-05-22 00:00:00","2013-06-10 00:00:00","","","","","0.0000","0.0000","1","0","0","1","1.0000","1","0.0000","1","0","2013-07-13 15:46:42","","1","0","1","1","1","0.0000","1","0","0","1","1","DC034","0","simple","","",""
"admin","base","Nhẫn","simple","105,110,113","N001","0","N001","n001"," ","Use config","Use config","","","/n/0/n001.jpg","/n/0/n001.jpg","/n/0/n001.jpg","","Block after Info Column","No layout updates","No","n001.html","","","","29000.0000","","0.0000","","","25000.0000","Nhẫn N001","","Nhẫn N001","","Hiệu lực","None","Catalog, Search","","Đồng ý","No","","","","","","","4.0000","0.0000","1","0","0","1","1.0000","1","0.0000","1","1","","","1","0","1","0","1","0.0000","1","0","0","0","1","N001","0","simple","","",""
"admin","base","Nhẫn","simple","105,110,113","N002","0","N002","n002"," ","Use config","Use config","","","/n/0/n002.jpg","/n/0/n002.jpg","/n/0/n002.jpg","","Block after Info Column","No layout updates","No","n002.html","","","","19000.0000","","0.0000","","","15000.0000","Nhẫn N002","","Nhẫn N002","","Hiệu lực","None","Catalog, Search","","Đồng ý","No","","","","","","","1.0000","0.0000","1","0","0","1","1.0000","1","0.0000","1","1","","","1","0","1","0","1","0.0000","1","0","0","0","1","N002","0","simple","","",""
"admin","base","Nhẫn","simple","105,110,113","N003","0","N003","n003"," ","Use config","Use config","","","/n/0/n003.jpg","/n/0/n003.jpg","/n/0/n003.jpg","","Block after Info Column","No layout updates","No","n003.html","","","","19000.0000","","0.0000","","","15000.0000","Nhẫn N003","","Nhẫn N003","","Hiệu lực","None","Catalog, Search","","Đồng ý","No","","","","","","","0.0000","0.0000","1","0","0","1","1.0000","1","0.0000","1","0","2013-10-31 17:10:35","","1","0","1","1","1","0.0000","1","0","0","1","1","N003","0","simple","","",""
"admin","base","Nhẫn","simple","105,110,113","N004","0","N004","n004"," ","Use config","Use config","","","/e/x/exn71-17.jpg","/e/x/exn71-17.jpg","/e/x/exn71-17.jpg","","Block after Info Column","No layout updates","No","n004.html","","","","19000.0000","","0.0000","","","15000.0000","Nhẫn N004","","Nhẫn N004","","Hiệu lực","None","Catalog, Search","","Đồng ý","No","","","","","","","0.0000","0.0000","1","0","0","1","1.0000","1","0.0000","1","0","2013-10-09 17:20:18","","1","0","1","1","1","0.0000","1","0","0","1","1","N004","0","simple","","",""
"admin","base","Nhẫn","simple","105,110,113","N005","0","N005","n005"," ","Use config","Use config","","","/n/0/n005.jpg","/n/0/n005.jpg","/n/0/n005.jpg","","Block after Info Column","No layout updates","No","n005.html","","","","29000.0000","","0.0000","","","25000.0000","Nhẫn N005","","Nhẫn N005","","Hiệu lực","None","Catalog, Search","","Đồng ý","No","","","","","","","1.0000","0.0000","1","0","0","1","1.0000","1","0.0000","1","1","","","1","0","1","0","1","0.0000","1","0","0","0","1","N005","0","simple","","",""
"admin","base","Nhẫn","simple","105,110,113","N006","0","N006","n006"," ","Use config","Use config","","","/n/0/n006.jpg","/n/0/n006.jpg","/n/0/n006.jpg","","Block after Info Column","No layout updates","No","n006.html","","","","19000.0000","","0.0000","15000.0000","","15000.0000","Nhẫn N006","","Nhẫn N006","","Hiệu lực","None","Catalog, Search","","Đồng ý","No","","","2013-05-15 00:00:00","2013-05-31 00:00:00","","","1.0000","0.0000","1","0","0","1","1.0000","1","0.0000","1","0","","","1","0","1","0","1","0.0000","1","0","0","0","1","N006","0","simple","","",""
"admin","base","Nhẫn","simple","105,110,113","N007","0","N007","n007"," ","Use config","Use config","","","/n/0/n007.jpg","/n/0/n007.jpg","/n/0/n007.jpg","","Block after Info Column","No layout updates","No","n007.html","","","","19000.0000","","0.0000","","","15000.0000","Nhẫn N007","","Nhẫn N007","","Hiệu lực","None","Catalog, Search","","Đồng ý","No","","","","","","","4.0000","0.0000","1","0","0","1","1.0000","1","0.0000","1","1","","","1","0","1","0","1","0.0000","1","0","0","0","1","N007","0","simple","","",""
"admin","base","Nhẫn","simple","105,110,113","N008","0","N008","n008"," ","Use config","Use config","","","/n/0/n008.jpg","/n/0/n008.jpg","/n/0/n008.jpg","","Block after Info Column","No layout updates","No","n008.html","","","","19000.0000","","0.0000","","","15000.0000","Nhẫn N008","","Nhẫn N008","","Hiệu lực","None","Catalog, Search","","Đồng ý","No","","","","","","","0.0000","0.0000","1","0","0","1","1.0000","1","0.0000","1","0","2013-10-31 17:10:36","","1","0","1","1","1","0.0000","1","0","0","1","1","N008","0","simple","","",""
