"store","websites","attribute_set","type","category_ids","sku","has_options","name","meta_title","meta_description","image","small_image","url_key","thumbnail","gift_message_available","url_path","custom_design","options_container","image_label","small_image_label","thumbnail_label","page_layout","country_of_manufacture","msrp_enabled","msrp_display_actual_price_type","weight","price","cost","special_price","msrp","gia_si","description","meta_keyword","short_description","custom_layout_update","status","tax_class_id","visibility","manufacturer","enable_googlecheckout","is_recurring","news_from_date","news_to_date","special_from_date","special_to_date","custom_design_from","custom_design_to","qty","min_qty","use_config_min_qty","is_qty_decimal","backorders","use_config_backorders","min_sale_qty","use_config_min_sale_qty","max_sale_qty","use_config_max_sale_qty","is_in_stock","low_stock_date","notify_stock_qty","use_config_notify_stock_qty","manage_stock","use_config_manage_stock","stock_status_changed_auto","use_config_qty_increments","qty_increments","use_config_enable_qty_inc","enable_qty_increments","is_decimal_divided","stock_status_changed_automatically","use_config_enable_qty_increments","product_name","store_id","product_type_id","product_status_changed","product_changed_websites","mau_sac"
"admin","base","Bông Tai","simple","105,106,113","BT002","0","BT002","","","/b/t/bt002_1.jpg","/b/t/bt002_1.jpg","bt002","/b/t/bt002_1.jpg","No","bt002.html","","Block after Info Column","","","","No layout updates"," ","Use config","Use config","0.0000","21000.0000","","","","14000.0000","Bông tai BT002","","Bông tai BT002","","Hiệu lực","None","Catalog, Search","","Đồng ý","No","","","","","","","3.0000","0.0000","1","0","0","1","1.0000","1","0.0000","1","0","","","1","0","1","0","1","0.0000","1","0","0","0","1","BT002","0","simple","","",""
"admin","base","Bông Tai","simple","105,106,113","BT003","0","BT003","","","/b/t/bt003.jpg","/b/t/bt003.jpg","bt003","/b/t/bt003.jpg","No","bt003.html","","Block after Info Column","","","","No layout updates"," ","Use config","Use config","0.0000","21000.0000","","","","17000.0000","Bông tai BT003","","Bông tai BT003","","Hiệu lực","None","Catalog, Search","","Đồng ý","No","","","","","","","2.0000","0.0000","1","0","0","1","1.0000","1","0.0000","1","1","","","1","0","1","0","1","0.0000","1","0","0","0","1","BT003","0","simple","","",""
"admin","base","Bông Tai","simple","105,106,113","BT004","0","BT004","","","/b/t/bt004.jpg","/b/t/bt004.jpg","bt004","/b/t/bt004.jpg","No","bt004.html","","Block after Info Column","","","","No layout updates"," ","Use config","Use config","0.0000","19000.0000","","","","13000.0000","Bông tai BT004","","Bông tai BT004","","Hiệu lực","None","Catalog, Search","","Đồng ý","No","2013-07-05 00:00:00","2013-07-26 00:00:00","","","","","5.0000","0.0000","1","0","0","1","1.0000","1","0.0000","1","1","","","1","0","1","0","1","0.0000","1","0","0","0","1","BT004","0","simple","","",""
"admin","base","Bông Tai","simple","105,106,113","BT005","0","BT005","","","/b/t/bt005.jpg","/b/t/bt005.jpg","bt005","/b/t/bt005.jpg","No","bt005.html","","Block after Info Column","","","","No layout updates"," ","Use config","Use config","0.0000","19000.0000","","","","","Bông tai BT005","","Bông tai BT005","","Hiệu lực","None","Catalog, Search","","Đồng ý","No","","","","","","","0.0000","0.0000","1","0","0","1","1.0000","1","0.0000","1","0","2013-05-04 23:42:32","","1","0","1","1","1","0.0000","1","0","0","1","1","BT005","0","simple","","",""
"admin","base","Bông Tai","simple","105,106,113","BT006","0","BT006","","","/b/t/bt006.jpg","/b/t/bt006.jpg","bt006","/b/t/bt006.jpg","No","bt006.html","","Block after Info Column","","","","No layout updates"," ","Use config","Use config","0.0000","29000.0000","","","","","Bông tai BT006","","Bông tai BT006","","Hiệu lực","None","Catalog, Search","","Đồng ý","No","","","","","","","0.0000","0.0000","1","0","0","1","1.0000","1","0.0000","1","0","2013-05-04 23:42:32","","1","0","1","1","1","0.0000","1","0","0","1","1","BT006","0","simple","","",""
"admin","base","Bông Tai","simple","105,106,113","BT007","0","BT007","","","/b/t/bt007.jpg","/b/t/bt007.jpg","bt007","/b/t/bt007.jpg","No","bt007.html","","Block after Info Column","","","","No layout updates"," ","Use config","Use config","0.0000","35000.0000","","","","25000.0000","Bông tai BT007","","Bông tai BT007","","Hiệu lực","None","Catalog, Search","","Đồng ý","No","","","","","","","1.0000","0.0000","1","0","0","1","1.0000","1","0.0000","1","1","","","1","0","1","0","1","0.0000","1","0","0","0","1","BT007","0","simple","","",""
"admin","base","Bông Tai","simple","105,106,113","BT008","0","BT008","","","/b/t/bt008.jpg","/b/t/bt008.jpg","bt008","/b/t/bt008.jpg","No","bt008.html","","Block after Info Column","","","","No layout updates"," ","Use config","Use config","0.0000","35000.0000","","","","25000.0000","Bông tai BT008","","Bông tai BT008","","Hiệu lực","None","Catalog, Search","","Đồng ý","No","","","","","","","0.0000","0.0000","1","0","0","1","1.0000","1","0.0000","1","0","2013-06-19 12:43:45","","1","0","1","1","1","0.0000","1","0","0","1","1","BT008","0","simple","","",""
"admin","base","Bông Tai","simple","105,106,113","BT009","0","BT009","","","/b/t/bt009.jpg","/b/t/bt009.jpg","bt009","/b/t/bt009.jpg","No","bt009.html","","Block after Info Column","","","","No layout updates"," ","Use config","Use config","0.0000","20000.0000","","15000.0000","","","Bông tai BT009","","Bông tai BT009","","Hiệu lực","None","Catalog, Search","","Đồng ý","No","","","2013-05-15 00:00:00","2013-05-31 00:00:00","","","0.0000","0.0000","1","0","0","1","1.0000","1","0.0000","1","0","2013-05-20 10:01:38","","1","0","1","1","1","0.0000","1","0","0","1","1","BT009","0","simple","","",""
"admin","base","Bông Tai","simple","105,106,113","BT010","0","BT010","","","/b/t/bt010.jpg","/b/t/bt010.jpg","bt010","/b/t/bt010.jpg","No","bt010.html","","Block after Info Column","","","","No layout updates"," ","Use config","Use config","0.0000","47000.0000","","","","37000.0000","Bông tai BT010","","Bông tai BT010","","Vô hiệu","None","Catalog, Search","","Đồng ý","No","","","","","","","1.0000","0.0000","1","0","0","1","1.0000","1","0.0000","1","1","","","1","0","1","0","1","0.0000","1","0","0","0","1","BT010","0","simple","","",""
"admin","base","Dây Chuyền","simple","105,107,113","DC001","0","DC001","","","/d/c/dc001.jpg","/d/c/dc001.jpg","dc001","/d/c/dc001.jpg","No","dc001.html","","Block after Info Column","","","","No layout updates"," ","Use config","Use config","0.0000","45000.0000","","","","","Dây chuyền DC001","","Dây chuyền DC001","","Hiệu lực","None","Catalog, Search","","Đồng ý","No","","","","","","","0.0000","0.0000","1","0","0","1","1.0000","1","0.0000","1","0","2013-05-04 23:58:57","","1","0","1","1","1","0.0000","1","0","0","1","1","DC001","0","simple","","",""
"admin","base","Dây Chuyền","simple","105,107,113","DC002","0","DC002","","","/d/c/dc002.jpg","/d/c/dc002.jpg","dc002","/d/c/dc002.jpg","No","dc002.html","","Block after Info Column","","","","No layout updates"," ","Use config","Use config","0.0000","49000.0000","","","","","Dây chuyền DC002","","Dây chuyền DC002","","Hiệu lực","None","Catalog, Search","","Đồng ý","No","","","","","","","0.0000","0.0000","1","0","0","1","1.0000","1","0.0000","1","0","2013-05-22 03:30:57","","1","0","1","1","1","0.0000","1","0","0","1","1","DC002","0","simple","","",""
"admin","base","Dây Chuyền","simple","105,107,113","DC003","0","DC003","","","/d/c/dc003.jpg","/d/c/dc003.jpg","dc003","/d/c/dc003.jpg","No","dc003.html","","Block after Info Column","","","","No layout updates"," ","Use config","Use config","0.0000","59000.0000","","","","49000.0000","Dây chuyền DC003","","Dây chuyền DC003","","Hiệu lực","None","Catalog, Search","","Đồng ý","No","","","","","","","1.0000","0.0000","1","0","0","1","1.0000","1","0.0000","1","1","","","1","0","1","0","1","0.0000","1","0","0","0","1","DC003","0","simple","","",""
"admin","base","Dây Chuyền","simple","105,107,113","DC004","0","DC004","","","/d/c/dc004.jpg","/d/c/dc004.jpg","dc004","/d/c/dc004.jpg","No","dc004.html","","Block after Info Column","","","","No layout updates"," ","Use config","Use config","0.0000","65000.0000","","","","","Dây chuyền DC004","","Dây chuyền DC004","","Hiệu lực","None","Catalog, Search","","Đồng ý","No","","","","","","","0.0000","0.0000","1","0","0","1","1.0000","1","0.0000","1","0","2013-05-04 23:42:32","","1","0","1","1","1","0.0000","1","0","0","1","1","DC004","0","simple","","",""
"admin","base","Dây Chuyền","simple","105,107,113","DC005","0","DC005","","","/d/c/dc005.jpg","/d/c/dc005.jpg","dc005","/d/c/dc005.jpg","No","dc005.html","","Block after Info Column","","","","No layout updates"," ","Use config","Use config","0.0000","75000.0000","","","","","Dây chuyền DC005","","Dây chuyền DC005","","Hiệu lực","None","Catalog, Search","","Đồng ý","No","","","","","","","0.0000","0.0000","1","0","0","1","1.0000","1","0.0000","1","0","2013-05-04 23:42:32","","1","0","1","1","1","0.0000","1","0","0","1","1","DC005","0","simple","","",""
"admin","base","Dây Chuyền","simple","105,107,113","DC006","0","DC006","","","/d/c/dc006.jpg","/d/c/dc006.jpg","dc006","/d/c/dc006.jpg","No","dc006.html","","Block after Info Column","","","","No layout updates"," ","Use config","Use config","0.0000","49000.0000","","","","39000.0000","Dây chuyền DC006","","Dây chuyền DC006","","Hiệu lực","None","Catalog, Search","","Đồng ý","No","","","","","","","0.0000","0.0000","1","0","0","1","1.0000","1","0.0000","1","0","2013-07-30 09:43:23","","1","0","1","1","1","0.0000","1","0","0","1","1","DC006","0","simple","","",""
"admin","base","Dây Chuyền","simple","105,107,113","DC007","0","DC007","","","/d/c/dc007.jpg","/d/c/dc007.jpg","dc007","/d/c/dc007.jpg","No","dc007.html","","Block after Info Column","","","","No layout updates"," ","Use config","Use config","0.0000","65000.0000","","","","43000.0000","Dây chuyền DC007","","Dây chuyền DC007","","Hiệu lực","None","Catalog, Search","","Đồng ý","No","","","","","","","0.0000","0.0000","1","0","0","1","1.0000","1","0.0000","1","0","2013-08-12 17:55:22","","1","0","1","1","1","0.0000","1","0","0","1","1","DC007","0","simple","","",""
"admin","base","Bông Tai","simple","105,106,113","BT001","0","BT001","","","/b/t/bt001.jpg","/b/t/bt001.jpg","bt001","/b/t/bt001.jpg","No","bt001.html","","Block after Info Column","","","","No layout updates"," ","Use config","Use config","0.0000","22000.0000","","","","15000.0000","Bông tai BT001","","Bông tai BT001","","Hiệu lực","None","Catalog, Search","","Đồng ý","No","","","","","","","4.0000","0.0000","1","0","0","1","1.0000","1","0.0000","1","1","","","1","0","1","0","1","0.0000","1","0","0","0","1","BT001","0","simple","","","Xanh lá cây, Xanh dương, Trắng"
"admin","base","Bông Tai","simple","105,106,113","BT029","0","BT029","","","/b/t/bt031.jpg","/b/t/bt031.jpg","bt031","/b/t/bt031.jpg","No","bt031.html","","Block after Info Column","","","","No layout updates"," ","Use config","Use config","0.0000","29000.0000","","15000.0000","","","Bông tai BT031","","Bông tai BT031","","Hiệu lực","None","Catalog, Search","","Đồng ý","No","","","2013-05-15 00:00:00","2013-05-31 00:00:00","","","0.0000","0.0000","1","0","0","1","1.0000","1","0.0000","1","0","2013-05-20 10:03:32","","1","0","1","1","1","0.0000","1","0","0","1","1","BT029","0","simple","","",""
"admin","base","Bông Tai","simple","105,106,113","BT022","0","BT022","","","/b/t/bt022.jpg","/b/t/bt022.jpg","bt022","/b/t/bt022.jpg","No","bt022.html","","Block after Info Column","","","","No layout updates"," ","Use config","Use config","0.0000","19000.0000","","15000.0000","","","Bông tai BT022","","Bông tai BT022","","Hiệu lực","None","Catalog, Search","","Đồng ý","No","","","2013-05-15 00:00:00","2013-05-31 00:00:00","","","0.0000","0.0000","1","0","0","1","1.0000","1","0.0000","1","0","2013-05-20 10:02:56","","1","0","1","1","1","0.0000","1","0","0","1","1","BT022","0","simple","","",""
"admin","base","Bông Tai","simple","105,106,113","BT035","0","BT035","","","/b/t/bt035.jpg","/b/t/bt035.jpg","bt035","/b/t/bt035.jpg","No","bt035.html","","Block after Info Column","","","","No layout updates"," ","Use config","Use config","0.0000","29000.0000","","","","19000.0000","Bông tai BT035","","Bông tai BT035","","Hiệu lực","None","Catalog, Search","","Đồng ý","No","","","","","","","0.0000","0.0000","1","0","0","1","1.0000","1","0.0000","1","0","2013-07-13 15:44:14","","1","0","1","1","1","0.0000","1","0","0","1","1","BT035","0","simple","","",""
"admin","base","Bông Tai","simple","105,106,113","BT045","0","BT045","","","/b/t/bt045.jpg","/b/t/bt045.jpg","bt045","/b/t/bt045.jpg","No","bt045.html","","Block after Info Column","","","","No layout updates"," ","Use config","Use config","0.0000","19000.0000","","15000.0000","","13000.0000","Bông tai BT045","","Bông tai BT045","","Hiệu lực","None","Catalog, Search","","Đồng ý","No","2013-08-01 00:00:00","2013-09-01 00:00:00","2013-05-15 00:00:00","2013-05-31 00:00:00","","","10.0000","0.0000","1","0","0","1","1.0000","1","0.0000","1","1","","","1","0","1","0","1","0.0000","1","0","0","0","1","BT045","0","simple","","",""
"admin","base","Bông Tai","simple","105,106,113","BT046","0","BT046","","","/b/t/bt046.jpg","/b/t/bt046.jpg","bt046","/b/t/bt046.jpg","No","bt046.html","","Block after Info Column","","","","No layout updates"," ","Use config","Use config","0.0000","19000.0000","","","","13000.0000","Bông tai BT046","","Bông tai BT046","","Hiệu lực","None","Catalog, Search","","Đồng ý","No","","","","","","","0.0000","0.0000","1","0","0","1","1.0000","1","0.0000","1","0","2013-07-04 17:32:06","","1","0","1","1","1","0.0000","1","0","0","1","1","BT046","0","simple","","",""
"admin","base","Bông Tai","simple","105,106,113","BT047","0","BT047","","","/b/t/bt047.jpg","/b/t/bt047.jpg","bt047","/b/t/bt047.jpg","No","bt047.html","","Block after Info Column","","","","No layout updates"," ","Use config","Use config","0.0000","19000.0000","","","","13000.0000","<h1><font color=""blue"">BÔNG TAI</font></h1>
<h1><font size=""7"" color=""red"">BT047</font></h1>
</br>
<img src=""http://www.thoitrangella.com/media/catalog/product/b/t/bt047.jpg"" width=""400"" height=""auto"" /> 
</br>
<img src=""http://www.thoitrangella.com/media/catalog/product/b/t/bt047a.jpg"" width=""400"" height=""auto"" />
","","Bông tai BT047","","Hiệu lực","None","Catalog, Search","","Đồng ý","No","","","","","","","0.0000","0.0000","1","0","0","1","1.0000","1","0.0000","1","0","2013-07-13 15:44:14","","1","0","1","1","1","0.0000","1","0","0","1","1","BT047","0","simple","","",""
"admin","base","Bông Tai","simple","105,106,113","BT048","0","BT048","","","/b/t/bt048.jpg","/b/t/bt048.jpg","bt048","/b/t/bt048.jpg","No","bt048.html","","Block after Info Column","","","","No layout updates"," ","Use config","Use config","0.0000","19000.0000","","","","13000.0000","Bông tai BT048","","Bông tai BT048","","Hiệu lực","None","Catalog, Search","","Đồng ý","No","2013-07-03 00:00:00","2013-07-24 00:00:00","","","","","3.0000","0.0000","1","0","0","1","1.0000","1","0.0000","1","1","","","1","0","1","0","1","0.0000","1","0","0","0","1","BT048","0","simple","","",""
"admin","base","Dây Chuyền","simple","105,107,113","DC008","0","DC008","","","/d/c/dc008.jpg","/d/c/dc008.jpg","dc008","/d/c/dc008.jpg","No","dc008.html","","Block after Info Column","","","","No layout updates"," ","Use config","Use config","0.0000","45000.0000","","","","","Dây chuyền DC008","","Dây chuyền DC008","","Hiệu lực","None","Catalog, Search","","Đồng ý","No","","","","","","","0.0000","0.0000","1","0","0","1","1.0000","1","0.0000","1","0","2013-05-05 00:04:18","","1","0","1","1","1","0.0000","1","0","0","1","1","DC008","0","simple","","",""
"admin","base","Dây Chuyền","simple","105,107,113","DC009","0","DC009","","","/d/c/dc009.jpg","/d/c/dc009.jpg","dc009","/d/c/dc009.jpg","No","dc009.html","","Block after Info Column","","","","No layout updates"," ","Use config","Use config","0.0000","39000.0000","","","","","Dây chuyền DC009","","Dây chuyền DC009","","Hiệu lực","None","Catalog, Search","","Đồng ý","No","","","","","","","0.0000","0.0000","1","0","0","1","1.0000","1","0.0000","1","0","2013-05-05 00:04:39","","1","0","1","1","1","0.0000","1","0","0","1","1","DC009","0","simple","","",""
"admin","base","Dây Chuyền","simple","105,107,113","DC010","0","DC010","","","/d/c/dc010.jpg","/d/c/dc010.jpg","dc010","/d/c/dc010.jpg","No","dc010.html","","Block after Info Column","","","","No layout updates"," ","Use config","Use config","0.0000","39000.0000","","","","","Dây chuyền DC010","","Dây chuyền DC010","","Hiệu lực","None","Catalog, Search","","Đồng ý","No","","","","","","","0.0000","0.0000","1","0","0","1","1.0000","1","0.0000","1","0","2013-05-04 23:42:32","","1","0","1","1","1","0.0000","1","0","0","1","1","DC010","0","simple","","",""
"admin","base","Dây Chuyền","simple","105,107,113","DC011","0","DC011","","","/d/c/dc011.jpg","/d/c/dc011.jpg","dc011","/d/c/dc011.jpg","No","dc011.html","","Block after Info Column","","","","No layout updates"," ","Use config","Use config","0.0000","20000.0000","","","","","Dây chuyền DC011","","Dây chuyền DC011","","Hiệu lực","None","Catalog, Search","","Đồng ý","No","","","","","","","0.0000","0.0000","1","0","0","1","1.0000","1","0.0000","1","0","2013-05-04 23:42:32","","1","0","1","1","1","0.0000","1","0","0","1","1","DC011","0","simple","","",""
"admin","base","Dây Chuyền","simple","105,107,113","DC012","0","DC012","","","/d/c/dc012.jpg","/d/c/dc012.jpg","dc012","/d/c/dc012.jpg","No","dc012.html","","Block after Info Column","","","","No layout updates"," ","Use config","Use config","0.0000","45000.0000","","","","","Dây chuyền DC012","","Dây chuyền DC012","","Hiệu lực","None","Catalog, Search","","Đồng ý","No","","","","","","","0.0000","0.0000","1","0","0","1","1.0000","1","0.0000","1","0","2013-05-04 23:42:32","","1","0","1","1","1","0.0000","1","0","0","1","1","DC012","0","simple","","",""
"admin","base","Dây Chuyền","simple","105,107,113","DC013","0","DC013","","","/d/c/dc013.jpg","/d/c/dc013.jpg","dc013","/d/c/dc013.jpg","No","dc013.html","","Block after Info Column","","","","No layout updates"," ","Use config","Use config","0.0000","50000.0000","","","","","Dây chuyền DC013","","Dây chuyền DC013","","Hiệu lực","None","Catalog, Search","","Đồng ý","No","","","","","","","0.0000","0.0000","1","0","0","1","1.0000","1","0.0000","1","0","2013-05-04 23:42:32","","1","0","1","1","1","0.0000","1","0","0","1","1","DC013","0","simple","","",""
"admin","base","Dây Chuyền","simple","105,107,113","DC014","0","DC014","","","/d/c/dc014.jpg","/d/c/dc014.jpg","dc014","/d/c/dc014.jpg","No","dc014.html","","Block after Info Column","","","","No layout updates"," ","Use config","Use config","0.0000","69000.0000","","","","","Dây chuyền DC014","","Dây chuyền DC014","","Hiệu lực","None","Catalog, Search","","Đồng ý","No","","","","","","","0.0000","0.0000","1","0","0","1","1.0000","1","0.0000","1","0","2013-05-04 23:42:32","","1","0","1","1","1","0.0000","1","0","0","1","1","DC014","0","simple","","",""
"admin","base","Dây Chuyền","simple","105,107,113","DC015","0","DC015","","","/d/c/dc015.jpg","/d/c/dc015.jpg","dc015","/d/c/dc015.jpg","No","dc015.html","","Block after Info Column","","","","No layout updates"," ","Use config","Use config","0.0000","21000.0000","","","","","Dây chuyền DC015","","Dây chuyền DC015","","Hiệu lực","None","Catalog, Search","","Đồng ý","No","","","","","","","0.0000","0.0000","1","0","0","1","1.0000","1","0.0000","1","0","2013-05-05 00:04:59","","1","0","1","1","1","0.0000","1","0","0","1","1","DC015","0","simple","","",""
"admin","base","Dây Chuyền","simple","105,107,113","DC019","0","DC019","","","/d/c/dc019.jpg","/d/c/dc019.jpg","dc019","/d/c/dc019.jpg","No","dc019.html","","Block after Info Column","","","","No layout updates"," ","Use config","Use config","0.0000","19000.0000","","","","15000.0000","Dây chuyền DC019","","Dây chuyền DC019","","Hiệu lực","None","Catalog, Search","","Đồng ý","No","","","","","","","0.0000","0.0000","1","0","0","1","1.0000","1","0.0000","1","0","2013-07-13 15:42:47","","1","0","1","1","1","0.0000","1","0","0","1","1","DC019","0","simple","","",""
"admin","base","Dây Chuyền","simple","105,107,113","DC024","0","DC024","","","/d/c/dc024.jpg","/d/c/dc024.jpg","dc024","/d/c/dc024.jpg","No","dc024.html","","Block after Info Column","","","","No layout updates"," ","Use config","Use config","0.0000","19000.0000","","","","","Dây chuyền DC024","","Dây chuyền DC024","","Hiệu lực","None","Catalog, Search","","Đồng ý","No","","","","","","","0.0000","0.0000","1","0","0","1","1.0000","1","0.0000","1","0","2013-05-05 00:06:19","","1","0","1","1","1","0.0000","1","0","0","1","1","DC024","0","simple","","",""
"admin","base","Dây Chuyền","simple","105,107,113","DC025","0","DC025","","","/d/c/dc025.jpg","/d/c/dc025.jpg","dc025","/d/c/dc025.jpg","No","dc025.html","","Block after Info Column","","","","No layout updates"," ","Use config","Use config","0.0000","42000.0000","","","","","Dây chuyền DC025","","Dây chuyền DC025","","Hiệu lực","None","Catalog, Search","","Đồng ý","No","","","","","","","0.0000","0.0000","1","0","0","1","1.0000","1","0.0000","1","0","2013-06-12 10:47:28","","1","0","1","1","1","0.0000","1","0","0","1","1","DC025","0","simple","","",""
"admin","base","Dây Chuyền","simple","105,107,113","DC029","0","DC029","","","/d/c/dc029.jpg","/d/c/dc029.jpg","dc029","/d/c/dc029.jpg","No","dc029.html","","Block after Info Column","","","","No layout updates"," ","Use config","Use config","0.0000","49000.0000","","","","","Dây chuyền DC029","","Dây chuyền DC029","","Hiệu lực","None","Catalog, Search","","Đồng ý","No","","","","","","","0.0000","0.0000","1","0","0","1","1.0000","1","0.0000","1","0","2013-05-05 00:07:59","","1","0","1","1","1","0.0000","1","0","0","1","1","DC029","0","simple","","",""
"admin","base","Dây Chuyền","simple","105,107,113","DC030","0","DC030","","","/d/c/dc030.jpg","/d/c/dc030.jpg","dc030","/d/c/dc030.jpg","No","dc030.html","","Block after Info Column","","","","No layout updates"," ","Use config","Use config","0.0000","15000.0000","","","","","Dây chuyền DC030","","Dây chuyền DC030","","Hiệu lực","None","Catalog, Search","","Đồng ý","No","","","","","","","0.0000","0.0000","1","0","0","1","1.0000","1","0.0000","1","0","2013-06-12 10:48:06","","1","0","1","1","1","0.0000","1","0","0","1","1","DC030","0","simple","","",""
"admin","base","Dây Chuyền","simple","105,107,113","DC033","0","DC033","","","/d/c/dc033_1.jpg","/d/c/dc033_1.jpg","dc033","/d/c/dc033_1.jpg","No","dc033.html","","Block after Info Column","","","","No layout updates"," ","Use config","Use config","0.0000","79000.0000","","","","52000.0000","<h1><font color=""blue"">DÂY CHUYỀN</font></h1>
<h1><font size=""7"" color=""red"">DC033</font></h1>
</br>
<img src=""http://www.thoitrangella.com/media/catalog/product/d/c/dc033_1.jpg"" width=""400"" height=""auto"" /> 
</br>
<img src=""http://www.thoitrangella.com/media/catalog/product/d/c/dc033_4.jpg"" width=""400"" height=""auto"" /> 
</br>
<img src=""http://www.thoitrangella.com/media/catalog/product/d/c/dc033_2.jpg"" width=""400"" height=""auto"" /> 
</br>
<img src=""http://www.thoitrangella.com/media/catalog/product/d/c/dc033_3.jpg"" width=""400"" height=""auto"" /> 
","","Dây chuyền DC033","","Hiệu lực","None","Catalog, Search","","Đồng ý","No","2013-05-22 00:00:00","2013-06-10 00:00:00","","","","","1.0000","0.0000","1","0","0","1","1.0000","1","0.0000","1","1","","","1","0","1","0","1","0.0000","1","0","0","0","1","DC033","0","simple","","",""
"admin","base","Dây Chuyền","simple","105,107,113","DC034","0","DC034","","","/d/c/dc034_1.jpg","/d/c/dc034_1.jpg","dc034","/d/c/dc034_1.jpg","No","dc034.html","","Block after Info Column","","","","No layout updates"," ","Use config","Use config","0.0000","20000.0000","","","","14000.0000","<h1><font color=""blue"">DÂY CHUYỀN</font></h1>
<h1><font size=""7"" color=""red"">DC034</font></h1>
</br>
<img src=""http://www.thoitrangella.com/media/catalog/product/d/c/dc034_1.jpg"" width=""400"" height=""auto"" /> 
","","Dây chuyền DC034","","Hiệu lực","None","Catalog, Search","","Đồng ý","No","2013-05-22 00:00:00","2013-06-10 00:00:00","","","","","0.0000","0.0000","1","0","0","1","1.0000","1","0.0000","1","0","2013-07-13 15:46:42","","1","0","1","1","1","0.0000","1","0","0","1","1","DC034","0","simple","","",""
"admin","base","Nhẫn","simple","105,110,113","N001","0","N001","","","/n/0/n001.jpg","/n/0/n001.jpg","n001","/n/0/n001.jpg","No","n001.html","","Block after Info Column","","","","No layout updates"," ","Use config","Use config","0.0000","29000.0000","","","","25000.0000","Nhẫn N001","","Nhẫn N001","","Hiệu lực","None","Catalog, Search","","Đồng ý","No","","","","","","","0.0000","0.0000","1","0","0","1","1.0000","1","0.0000","1","0","2013-06-19 12:45:25","","1","0","1","1","1","0.0000","1","0","0","1","1","N001","0","simple","","",""
"admin","base","Nhẫn","simple","105,110,113","N002","0","N002","","","/n/0/n002.jpg","/n/0/n002.jpg","n002","/n/0/n002.jpg","No","n002.html","","Block after Info Column","","","","No layout updates"," ","Use config","Use config","0.0000","19000.0000","","","","15000.0000","Nhẫn N002","","Nhẫn N002","","Hiệu lực","None","Catalog, Search","","Đồng ý","No","","","","","","","1.0000","0.0000","1","0","0","1","1.0000","1","0.0000","1","1","","","1","0","1","0","1","0.0000","1","0","0","0","1","N002","0","simple","","",""
"admin","base","Nhẫn","simple","105,110,113","N003","0","N003","","","/n/0/n003.jpg","/n/0/n003.jpg","n003","/n/0/n003.jpg","No","n003.html","","Block after Info Column","","","","No layout updates"," ","Use config","Use config","0.0000","19000.0000","","","","15000.0000","Nhẫn N003","","Nhẫn N003","","Hiệu lực","None","Catalog, Search","","Đồng ý","No","","","","","","","0.0000","0.0000","1","0","0","1","1.0000","1","0.0000","1","0","2013-07-28 10:09:36","","1","0","1","1","1","0.0000","1","0","0","1","1","N003","0","simple","","",""
"admin","base","Nhẫn","simple","105,110,113","N004","0","N004","","","/e/x/exn71-17.jpg","/e/x/exn71-17.jpg","n004","/e/x/exn71-17.jpg","No","n004.html","","Block after Info Column","","","","No layout updates"," ","Use config","Use config","0.0000","19000.0000","","","","","Nhẫn N004","","Nhẫn N004","","Hiệu lực","None","Catalog, Search","","Đồng ý","No","","","","","","","0.0000","0.0000","1","0","0","1","1.0000","1","0.0000","1","0","2013-06-12 10:49:04","","1","0","1","1","1","0.0000","1","0","0","1","1","N004","0","simple","","",""
"admin","base","Nhẫn","simple","105,110,113","N005","0","N005","","","/n/0/n005.jpg","/n/0/n005.jpg","n005","/n/0/n005.jpg","No","n005.html","","Block after Info Column","","","","No layout updates"," ","Use config","Use config","0.0000","29000.0000","","","","25000.0000","Nhẫn N005","","Nhẫn N005","","Hiệu lực","None","Catalog, Search","","Đồng ý","No","","","","","","","1.0000","0.0000","1","0","0","1","1.0000","1","0.0000","1","1","","","1","0","1","0","1","0.0000","1","0","0","0","1","N005","0","simple","","",""
"admin","base","Nhẫn","simple","105,110,113","N006","0","N006","","","/n/0/n006.jpg","/n/0/n006.jpg","n006","/n/0/n006.jpg","No","n006.html","","Block after Info Column","","","","No layout updates"," ","Use config","Use config","0.0000","19000.0000","","15000.0000","","","Nhẫn N006","","Nhẫn N006","","Hiệu lực","None","Catalog, Search","","Đồng ý","No","","","2013-05-15 00:00:00","2013-05-31 00:00:00","","","1.0000","0.0000","1","0","0","1","1.0000","1","0.0000","1","0","","","1","0","1","0","1","0.0000","1","0","0","0","1","N006","0","simple","","",""
"admin","base","Nhẫn","simple","105,110,113","N007","0","N007","","","/n/0/n007.jpg","/n/0/n007.jpg","n007","/n/0/n007.jpg","No","n007.html","","Block after Info Column","","","","No layout updates"," ","Use config","Use config","0.0000","19000.0000","","","","15000.0000","Nhẫn N007","","Nhẫn N007","","Hiệu lực","None","Catalog, Search","","Đồng ý","No","","","","","","","0.0000","0.0000","1","0","0","1","1.0000","1","0.0000","1","0","2013-07-25 16:35:46","","1","0","1","1","1","0.0000","1","0","0","1","1","N007","0","simple","","",""
